Class Suffix,Label,Severity,Message
PMD_0020077,portion of samarium,Violation,Class 'PMD_0020077' ('portion of samarium') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0050013,polyvinyl chloride,Violation,Class 'PMD_0050013' ('polyvinyl chloride') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020093,portion of vanadium,Violation,Class 'PMD_0020093' ('portion of vanadium') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000586,absorption of corpuscular radiation,Violation,Class 'PMD_0000586' ('absorption of corpuscular radiation') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000983,thermocouple,Violation,Class 'PMD_0000983' ('thermocouple') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0050141,chalcogenide glass,Violation,Class 'PMD_0050141' ('chalcogenide glass') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
IAO_0000003,measurement unit label,Violation,Class 'IAO_0000003' ('measurement unit label') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
CHEBI_33303,chalcogen,Violation,Class 'CHEBI_33303' ('chalcogen') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
CHEBI_30512,silver atom,Violation,Class 'CHEBI_30512' ('silver atom') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
CHEBI_33369,cerium,Violation,Class 'CHEBI_33369' ('cerium') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000992,time series,Violation,Class 'PMD_0000992' ('time series') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0090008,glass fiber reinforced polymer,Violation,Class 'PMD_0090008' ('glass fiber reinforced polymer') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020073,portion of iodine,Violation,Class 'PMD_0020073' ('portion of iodine') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020203,notch,Violation,Class 'PMD_0020203' ('notch') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000581,compression testing process,Violation,Class 'PMD_0000581' ('compression testing process') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
OBI_0200051,principal components analysis dimensionality reduction [obi],Violation,Class 'OBI_0200051' ('principal components analysis dimensionality reduction [obi]') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
BFO_0000017,realizable entity,Violation,Class 'BFO_0000017' ('realizable entity') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000886,polishing machine,Violation,Class 'PMD_0000886' ('polishing machine') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020213,grain boundary,Violation,Class 'PMD_0020213' ('grain boundary') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020131,intensive quality,Violation,Class 'PMD_0020131' ('intensive quality') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
CHEBI_33304,chalcogen molecular entity,Violation,Class 'CHEBI_33304' ('chalcogen molecular entity') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000950,stimulating process,Violation,Class 'PMD_0000950' ('stimulating process') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020067,portion of magnesium,Violation,Class 'PMD_0020067' ('portion of magnesium') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0001010,wear testing process,Violation,Class 'PMD_0001010' ('wear testing process') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000802,absorption of radiation,Violation,Class 'PMD_0000802' ('absorption of radiation') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
OBI_0200033,leave one out cross validation method,Violation,Class 'OBI_0200033' ('leave one out cross validation method') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
CHEBI_33374,samarium atom,Violation,Class 'CHEBI_33374' ('samarium atom') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000562,coarse grained simulation,Violation,Class 'PMD_0000562' ('coarse grained simulation') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020206,unit cell (3D crystal),Violation,Class 'PMD_0020206' ('unit cell (3D crystal)') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0001007,waterjet cutter,Violation,Class 'PMD_0001007' ('waterjet cutter') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
CHEBI_23116,chlorine atom,Violation,Class 'CHEBI_23116' ('chlorine atom') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000597,density,Violation,Class 'PMD_0000597' ('density') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000827,magnetizing device,Violation,Class 'PMD_0000827' ('magnetizing device') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
CHEBI_33385,thorium,Violation,Class 'CHEBI_33385' ('thorium') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0050061,beryllia ceramic,Violation,Class 'PMD_0050061' ('beryllia ceramic') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0050125,aluminosilicate gorilla glass,Violation,Class 'PMD_0050125' ('aluminosilicate gorilla glass') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020145,educt,Violation,Class 'PMD_0020145' ('educt') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020140,portion of pure chemical element,Violation,Class 'PMD_0020140' ('portion of pure chemical element') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0050032,synthetic rubber,Violation,Class 'PMD_0050032' ('synthetic rubber') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000966,surface profilometer,Violation,Class 'PMD_0000966' ('surface profilometer') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000907,primary shaping from the plastic state,Violation,Class 'PMD_0000907' ('primary shaping from the plastic state') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000891,disconnected material entity aggregate,Violation,Class 'PMD_0000891' ('disconnected material entity aggregate') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
BFO_0000040,material entity,Violation,Class 'BFO_0000040' ('material entity') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020032,portion of tungsten,Violation,Class 'PMD_0020032' ('portion of tungsten') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0011034,cermet,Violation,Class 'PMD_0011034' ('cermet') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0050017,general purpose polystyrene,Violation,Class 'PMD_0050017' ('general purpose polystyrene') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0200001,biodegradability,Violation,Class 'PMD_0200001' ('biodegradability') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020034,portion of molybdenum,Violation,Class 'PMD_0020034' ('portion of molybdenum') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0040001,length,Violation,Class 'PMD_0040001' ('length') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000937,soldering device,Violation,Class 'PMD_0000937' ('soldering device') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0050082,dielectric ceramic,Violation,Class 'PMD_0050082' ('dielectric ceramic') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000107,optical non-linearity,Violation,Class 'PMD_0000107' ('optical non-linearity') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000107,optical non-linearity,Violation,Class 'PMD_0000107' ('nonlinear optical property') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PATO_0000051,morphology,Violation,Class 'PATO_0000051' ('morphology') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000650,forming under compressive conditions,Violation,Class 'PMD_0000650' ('forming under compressive conditions') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000622,electrical property analyzing process,Violation,Class 'PMD_0000622' ('electrical property analyzing process') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020158,parent phase role,Violation,Class 'PMD_0020158' ('parent phase role') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020223,vacancy diffusion,Violation,Class 'PMD_0020223' ('vacancy diffusion') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000789,indentation hardness,Violation,Class 'PMD_0000789' ('indentation hardness') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
UO_0000163,mass percentage,Violation,Class 'UO_0000163' ('mass percentage') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
UO_0000076,mole fraction,Violation,Class 'UO_0000076' ('mole fraction') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0050079,silicon carbide matrix composite,Violation,Class 'PMD_0050079' ('silicon carbide matrix composite') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020129,reversible process,Violation,Class 'PMD_0020129' ('reversible process') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020251,biocompatible,Violation,Class 'PMD_0020251' ('biocompatible') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000952,strength,Violation,Class 'PMD_0000952' ('strength') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000855,microscope,Violation,Class 'PMD_0000855' ('microscope') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0050034,nitrile butadiene rubber,Violation,Class 'PMD_0050034' ('nitrile butadiene rubber') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020056,portion of fluorine,Violation,Class 'PMD_0020056' ('portion of fluorine') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0200004,extrusion,Violation,Class 'PMD_0200004' ('extrusion') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000644,force measuring function,Violation,Class 'PMD_0000644' ('force measuring function') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000507,acoustical property analyzing process,Violation,Class 'PMD_0000507' ('acoustical property analyzing process') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020142,energy,Violation,Class 'PMD_0020142' ('energy') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0090019,bio-based chemical,Violation,Class 'PMD_0090019' ('bio-based chemical') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000652,forming under tensile conditions,Violation,Class 'PMD_0000652' ('forming under tensile conditions') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020148,extensive quality,Violation,Class 'PMD_0020148' ('extensive quality') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0020227,solute role,Violation,Class 'PMD_0020227' ('solute role') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
PMD_0000910,rebound hardness,Violation,Class 'PMD_0000910' ('rebound hardness') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
CHEBI_27573,silicon atom,Violation,Class 'CHEBI_27573' ('silicon atom') is missing BOTH oboInOwl:creation_date and pav:lastUpdateOn.
