Message
"Multiple DIGITRUBBER classes use the same base label 'agglomerate ' with different partner tags: 'agglomerate [dik]', agglomerate  [enm]"
"Multiple DIGITRUBBER classes use the same base label 'aggregate ' with different partner tags: 'aggregate [enm]', aggregate  [dik]"
