Message
"Multiple DIGITRUBBER classes use the same base label 'standard deviation ' with different partner tags: 'standard deviation [Wikipedia]', standard deviation  [allotrope], standard deviation  [ifnano], standard deviation  [ncit], standard deviation  [ms]"
